Dataset,original_vertices,original_edges,vertices_removed,edges_removed,oct,bipartite,final_vertices,final_edges
gka_30-er-12,100,2391,0,0,0,0,100,2391
gka_30-er-13,100,2452,0,0,0,0,100,2452
gka_30-er-14,100,2445,0,0,0,0,100,2445
gka_30-er-2,100,2405,0,0,0,0,100,2405
gka_30-er-3,100,2478,0,0,0,0,100,2478
gka_30-er-4,100,2410,0,0,0,0,100,2410
gka_30-er-5,100,2419,0,0,0,0,100,2419
gka_30-er-6,100,2378,0,0,0,0,100,2378
gka_30-er-7,100,2467,0,0,0,0,100,2467
gka_30-er-8,100,2431,0,0,0,0,100,2431
gka_30-er-9,100,2419,0,0,0,0,100,2419
gka_30-to-0,100,2354,0,0,0,0,100,2354
gka_30-to-1,100,2375,0,0,0,0,100,2375
gka_30-to-10,100,2375,0,0,0,0,100,2375
gka_30-to-11,100,2395,0,0,0,0,100,2395
gka_30-to-12,100,2353,0,0,0,0,100,2353
gka_30-to-13,100,2418,0,0,0,0,100,2418
gka_30-to-14,100,2406,0,0,0,0,100,2406
gka_30-to-2,100,2364,0,0,0,0,100,2364
gka_30-to-3,100,2438,0,0,0,0,100,2438
gka_30-to-4,100,2368,0,0,0,0,100,2368
gka_30-to-5,100,2382,0,0,0,0,100,2382
gka_30-to-6,100,2347,0,0,0,0,100,2347
gka_30-to-7,100,2432,0,0,0,0,100,2432
gka_30-to-8,100,2397,0,0,0,0,100,2397
gka_30-to-9,100,2385,0,0,0,0,100,2385
gka_31-ba-0,100,2100,0,0,0,0,100,2100
gka_31-ba-1,100,2100,0,0,1,0,99,2011
gka_31-ba-10,100,2100,0,0,0,0,100,2100
gka_31-ba-11,100,2100,0,0,0,0,100,2100
gka_31-ba-12,100,2100,0,0,1,0,99,2009
gka_31-ba-13,100,2100,0,0,0,0,100,2100
gka_31-ba-14,100,2100,0,0,0,0,100,2100
gka_31-ba-2,100,2100,0,0,0,0,100,2100
gka_31-ba-3,100,2100,0,0,1,0,99,2013
gka_31-ba-4,100,2100,0,0,0,0,100,2100
gka_31-ba-5,100,2100,0,0,1,0,99,2013
gka_31-ba-6,100,2100,0,0,0,0,100,2100
gka_31-ba-7,100,2100,0,0,0,0,100,2100
gka_31-ba-8,100,2100,0,0,0,0,100,2100
gka_31-ba-9,100,2100,0,0,0,0,100,2100
gka_31-cl-0,100,2878,0,0,0,0,100,2878
gka_31-cl-1,100,2926,0,0,0,0,100,2926
gka_31-cl-10,100,2959,0,0,0,0,100,2959
gka_31-cl-11,100,2956,0,0,0,0,100,2956
gka_31-cl-12,100,2975,0,0,0,0,100,2975
gka_31-cl-13,100,2900,0,0,0,0,100,2900
gka_31-cl-14,100,2887,0,0,0,0,100,2887
gka_31-cl-2,100,2920,0,0,0,0,100,2920
gka_31-cl-3,100,2916,0,0,0,0,100,2916
gka_31-cl-4,100,2920,0,0,0,0,100,2920
gka_31-cl-5,100,2938,0,0,0,0,100,2938
gka_31-cl-6,100,2906,0,0,0,0,100,2906
gka_31-cl-7,100,2861,0,0,0,0,100,2861
gka_31-cl-8,100,2904,0,0,0,0,100,2904
gka_31-cl-9,100,2851,0,0,0,0,100,2851
gka_31-er-0,100,2908,0,0,0,0,100,2908
gka_31-er-1,100,2952,0,0,0,0,100,2952
gka_31-er-10,100,2963,0,0,0,0,100,2963
gka_31-er-11,100,2980,0,0,0,0,100,2980
gka_31-er-12,100,2914,0,0,0,0,100,2914
gka_31-er-13,100,2979,0,0,0,0,100,2979
gka_31-er-14,100,2966,0,0,0,0,100,2966
gka_31-er-2,100,2929,0,0,0,0,100,2929
gka_31-er-3,100,2991,0,0,0,0,100,2991
gka_31-er-4,100,2938,0,0,0,0,100,2938
gka_31-er-5,100,2930,0,0,0,0,100,2930
gka_31-er-6,100,2904,0,0,0,0,100,2904
gka_31-er-7,100,2977,0,0,0,0,100,2977
gka_31-er-8,100,2983,0,0,0,0,100,2983
gka_31-er-9,100,2963,0,0,0,0,100,2963
gka_31-to-0,100,2885,0,0,0,0,100,2885
gka_31-to-1,100,2924,0,0,0,0,100,2924
gka_31-to-10,100,2932,0,0,0,0,100,2932
gka_31-to-11,100,2946,0,0,0,0,100,2946
gka_31-to-12,100,2881,0,0,0,0,100,2881
gka_31-to-13,100,2953,0,0,0,0,100,2953
gka_31-to-14,100,2942,0,0,0,0,100,2942
gka_31-to-2,100,2899,0,0,0,0,100,2899
gka_31-to-3,100,2961,0,0,0,0,100,2961
gka_31-to-4,100,2904,0,0,0,0,100,2904
gka_31-to-5,100,2900,0,0,0,0,100,2900
gka_31-to-6,100,2877,0,0,0,0,100,2877
gka_31-to-7,100,2945,0,0,0,0,100,2945
gka_31-to-8,100,2952,0,0,0,0,100,2952
gka_31-to-9,100,2935,0,0,0,0,100,2935
gka_32-ba-0,100,2275,0,0,0,0,100,2275
gka_32-ba-1,100,2275,0,0,0,0,100,2275
gka_32-ba-10,100,2275,0,0,0,0,100,2275
gka_32-ba-11,100,2275,0,0,0,0,100,2275
gka_32-ba-12,100,2275,0,0,1,0,99,2187
gka_32-ba-13,100,2275,0,0,1,0,99,2186
gka_32-ba-14,100,2275,0,0,1,0,99,2189
gka_32-ba-2,100,2275,0,0,1,0,99,2184
gka_32-ba-3,100,2275,0,0,0,0,100,2275
gka_32-ba-4,100,2275,0,0,0,0,100,2275
gka_32-ba-5,100,2275,0,0,0,0,100,2275
gka_32-ba-6,100,2275,0,0,0,0,100,2275
gka_32-ba-7,100,2275,0,0,1,0,99,2184
gka_32-ba-8,100,2275,0,0,1,0,99,2189
gka_32-ba-9,100,2275,0,0,0,0,100,2275
gka_32-cl-0,100,3405,0,0,0,0,100,3405
gka_32-cl-1,100,3443,0,0,0,0,100,3443
gka_32-cl-10,100,3441,0,0,0,0,100,3441
gka_32-cl-11,100,3407,0,0,0,0,100,3407
gka_32-cl-12,100,3443,0,0,0,0,100,3443
gka_32-cl-13,100,3399,0,0,0,0,100,3399
gka_32-cl-14,100,3420,0,0,0,0,100,3420
gka_32-cl-2,100,3362,0,0,0,0,100,3362
gka_32-cl-3,100,3390,0,0,0,0,100,3390
gka_32-cl-4,100,3394,0,0,0,0,100,3394
gka_32-cl-5,100,3403,0,0,0,0,100,3403
gka_32-cl-6,100,3390,0,0,0,0,100,3390
gka_32-cl-7,100,3367,0,0,0,0,100,3367
gka_32-cl-8,100,3399,0,0,0,0,100,3399
gka_32-cl-9,100,3371,0,0,0,0,100,3371
gka_32-er-0,100,3417,0,0,0,0,100,3417
gka_32-er-1,100,3429,0,0,0,0,100,3429
gka_32-er-10,100,3456,0,0,0,0,100,3456
gka_32-er-11,100,3480,0,0,0,0,100,3480
gka_32-er-12,100,3399,0,0,0,0,100,3399
gka_32-er-13,100,3472,0,0,0,0,100,3472
gka_32-er-14,100,3445,0,0,0,0,100,3445
gka_32-er-2,100,3425,0,0,0,0,100,3425
gka_32-er-3,100,3421,0,0,0,0,100,3421
gka_32-er-4,100,3424,0,0,0,0,100,3424
gka_32-er-5,100,3448,0,0,0,0,100,3448
gka_32-er-6,100,3426,0,0,0,0,100,3426
gka_32-er-7,100,3432,0,0,0,0,100,3432
gka_32-er-8,100,3461,0,0,0,0,100,3461
gka_32-er-9,100,3422,0,0,0,0,100,3422
gka_32-to-0,100,3400,0,0,0,0,100,3400
gka_32-to-1,100,3408,0,0,0,0,100,3408
gka_32-to-10,100,3433,0,0,0,0,100,3433
gka_32-to-11,100,3457,0,0,0,0,100,3457
gka_32-to-12,100,3376,0,0,0,0,100,3376
gka_32-to-13,100,3457,0,0,0,0,100,3457
gka_32-to-14,100,3423,0,0,0,0,100,3423
gka_32-to-2,100,3401,0,0,0,0,100,3401
gka_32-to-3,100,3397,0,0,0,0,100,3397
gka_32-to-4,100,3402,0,0,0,0,100,3402
gka_32-to-5,100,3425,0,0,0,0,100,3425
gka_32-to-6,100,3407,0,0,0,0,100,3407
gka_32-to-7,100,3413,0,0,0,0,100,3413
gka_32-to-8,100,3443,0,0,0,0,100,3443
gka_32-to-9,100,3403,0,0,0,0,100,3403
gka_33-ba-0,100,2400,0,0,1,0,99,2310
gka_33-ba-1,100,2400,0,0,3,0,97,2133
gka_33-ba-10,100,2400,0,0,1,0,99,2310
gka_33-ba-11,100,2400,0,0,0,0,100,2400
gka_33-ba-12,100,2400,0,0,0,0,100,2400
gka_33-ba-13,100,2400,0,0,1,0,99,2302
gka_33-ba-14,100,2400,0,0,2,0,98,2220
gka_33-ba-2,100,2400,0,0,2,0,98,2219
gka_33-ba-3,100,2400,0,0,3,0,97,2132
gka_33-ba-4,100,2400,0,0,2,0,98,2217
gka_33-ba-5,100,2400,0,0,2,0,98,2219
gka_33-ba-6,100,2400,0,0,0,0,100,2400
gka_33-ba-7,100,2400,0,0,1,0,99,2312
gka_33-ba-8,100,2400,0,0,1,0,99,2311
gka_33-ba-9,100,2400,0,0,2,0,98,2218
gka_33-cl-0,100,3874,0,0,0,0,100,3874
gka_33-cl-1,100,3867,0,0,0,0,100,3867
gka_33-cl-10,100,3914,0,0,0,0,100,3914
gka_33-cl-11,100,3844,0,0,0,0,100,3844
gka_33-cl-12,100,3920,0,0,0,0,100,3920
gka_33-cl-13,100,3858,0,0,0,0,100,3858
gka_33-cl-14,100,3903,0,0,0,0,100,3903
gka_33-cl-2,100,3870,0,0,0,0,100,3870
gka_33-cl-3,100,3888,0,0,0,0,100,3888
gka_33-cl-4,100,3928,0,0,0,0,100,3928
gka_33-cl-5,100,3856,0,0,0,0,100,3856
gka_33-cl-6,100,3828,0,0,0,0,100,3828
gka_33-cl-7,100,3842,0,0,0,0,100,3842
gka_33-cl-8,100,3849,0,0,0,0,100,3849
gka_33-cl-9,100,3786,0,0,0,0,100,3786
gka_33-er-0,100,3882,0,0,0,0,100,3882
gka_33-er-1,100,3860,0,0,0,0,100,3860
gka_33-er-10,100,3949,0,0,0,0,100,3949
gka_33-er-11,100,3945,0,0,0,0,100,3945
gka_33-er-12,100,3890,0,0,0,0,100,3890
gka_33-er-13,100,3911,0,0,0,0,100,3911
gka_33-er-14,100,3881,0,0,0,0,100,3881
gka_33-er-2,100,3924,0,0,0,0,100,3924
gka_33-er-3,100,3891,0,0,0,0,100,3891
gka_33-er-4,100,3883,0,0,0,0,100,3883
gka_33-er-5,100,3941,0,0,0,0,100,3941
gka_33-er-6,100,3890,0,0,0,0,100,3890
gka_33-er-7,100,3899,0,0,0,0,100,3899
gka_33-er-8,100,3921,0,0,0,0,100,3921
gka_33-er-9,100,3927,0,0,0,0,100,3927
gka_33-to-0,100,3866,0,0,0,0,100,3866
gka_33-to-1,100,3841,0,0,0,0,100,3841
gka_33-to-10,100,3934,0,0,0,0,100,3934
gka_33-to-11,100,3925,0,0,0,0,100,3925
gka_33-to-12,100,3871,0,0,0,0,100,3871
gka_33-to-13,100,3898,0,0,0,0,100,3898
gka_33-to-14,100,3867,0,0,0,0,100,3867
gka_33-to-2,100,3906,0,0,0,0,100,3906
gka_33-to-3,100,3874,0,0,0,0,100,3874
gka_33-to-4,100,3864,0,0,0,0,100,3864
gka_33-to-5,100,3921,0,0,0,0,100,3921
gka_33-to-6,100,3875,0,0,0,0,100,3875
gka_33-to-7,100,3880,0,0,0,0,100,3880
gka_33-to-8,100,3903,0,0,0,0,100,3903
gka_33-to-9,100,3909,0,0,0,0,100,3909
gka_34-ba-0,100,2464,0,0,3,0,97,2196
gka_34-ba-1,100,2464,0,0,2,0,98,2282
gka_34-ba-10,100,2464,0,0,0,0,100,2464
gka_34-ba-11,100,2464,0,0,3,0,97,2186
gka_34-ba-12,100,2464,0,0,0,0,100,2464
gka_34-ba-13,100,2464,0,0,3,0,97,2188
gka_34-ba-14,100,2464,0,0,4,0,96,2099
gka_34-ba-2,100,2464,0,0,4,0,96,2101
gka_34-ba-3,100,2464,0,0,2,0,98,2288
gka_34-ba-4,100,2464,0,0,1,0,99,2374
gka_34-ba-5,100,2464,0,0,1,0,99,2376
gka_34-ba-6,100,2464,0,0,1,0,99,2370
gka_34-ba-7,100,2464,0,0,2,0,98,2281
gka_34-ba-8,100,2464,0,0,4,0,96,2103
gka_34-ba-9,100,2464,0,0,3,0,97,2188
gka_34-cl-0,100,4304,0,0,0,0,100,4304
gka_34-cl-1,100,4293,0,0,0,0,100,4293
gka_34-cl-10,100,4318,0,0,0,0,100,4318
gka_34-cl-11,100,4339,0,0,1,0,99,4244
gka_34-cl-12,100,4349,0,0,1,0,99,4252
gka_34-cl-13,100,4301,0,0,0,0,100,4301
gka_34-cl-14,100,4310,0,0,0,0,100,4310
gka_34-cl-2,100,4288,0,0,0,0,100,4288
gka_34-cl-3,100,4305,0,0,1,0,99,4210
gka_34-cl-4,100,4298,0,0,0,0,100,4298
gka_34-cl-5,100,4313,0,0,0,0,100,4313
gka_34-cl-6,100,4308,0,0,0,0,100,4308
gka_34-cl-7,100,4264,0,0,0,0,100,4264
gka_34-cl-8,100,4282,0,0,0,0,100,4282
gka_34-cl-9,100,4247,0,0,0,0,100,4247
gka_34-er-0,100,4344,0,0,0,0,100,4344
gka_34-er-1,100,4324,0,0,0,0,100,4324
gka_34-er-10,100,4368,0,0,0,0,100,4368
gka_34-er-11,100,4353,0,0,1,0,99,4257
gka_34-er-12,100,4332,0,0,0,0,100,4332
gka_34-er-13,100,4354,0,0,0,0,100,4354
gka_34-er-14,100,4336,0,0,1,0,99,4239
gka_34-er-2,100,4344,0,0,0,0,100,4344
gka_34-er-3,100,4358,0,0,0,0,100,4358
gka_34-er-4,100,4345,0,0,0,0,100,4345
gka_34-er-5,100,4325,0,0,0,0,100,4325
gka_34-er-6,100,4323,0,0,0,0,100,4323
gka_34-er-7,100,4345,0,0,0,0,100,4345
gka_34-er-8,100,4324,0,0,0,0,100,4324
gka_34-er-9,100,4327,0,0,0,0,100,4327
gka_34-to-0,100,4333,0,0,0,0,100,4333
gka_34-to-1,100,4312,0,0,0,0,100,4312
gka_34-to-10,100,4358,0,0,0,0,100,4358
gka_34-to-11,100,4341,0,0,1,0,99,4245
gka_34-to-12,100,4320,0,0,0,0,100,4320
gka_34-to-13,100,4343,0,0,0,0,100,4343
gka_34-to-14,100,4325,0,0,1,0,99,4228
gka_34-to-2,100,4332,0,0,0,0,100,4332
gka_34-to-3,100,4347,0,0,0,0,100,4347
gka_34-to-4,100,4331,0,0,0,0,100,4331
gka_34-to-5,100,4309,0,0,0,0,100,4309
gka_34-to-6,100,4313,0,0,0,0,100,4313
gka_34-to-7,100,4333,0,0,0,0,100,4333
gka_34-to-8,100,4313,0,0,0,0,100,4313
gka_34-to-9,100,4317,0,0,0,0,100,4317
gka_35-ba-0,100,2499,0,0,2,0,98,2314
gka_35-ba-1,100,2499,0,0,6,0,94,1963
gka_35-ba-10,100,2499,0,0,3,0,97,2228
gka_35-ba-11,100,2499,0,0,6,0,94,1956
gka_35-ba-12,100,2499,0,0,4,0,96,2142
gka_35-ba-13,100,2499,0,0,4,0,96,2128
gka_35-ba-14,100,2499,0,0,3,0,97,2221
gka_35-ba-2,100,2499,0,0,4,0,96,2127
gka_35-ba-3,100,2499,0,0,4,0,96,2135
gka_35-ba-4,100,2499,0,0,2,0,98,2316
gka_35-ba-5,100,2499,0,0,2,0,98,2314
gka_35-ba-6,100,2499,0,0,3,0,97,2220
gka_35-ba-7,100,2499,0,0,5,0,95,2048
gka_35-ba-8,100,2499,0,0,3,0,97,2223
gka_35-ba-9,100,2499,0,0,4,0,96,2125
gka_35-cl-0,100,4843,0,0,87,0,13,63
gka_35-cl-1,100,4836,0,0,48,0,52,1250
gka_35-cl-10,100,4860,0,0,91,0,9,27
gka_35-cl-11,100,4862,0,0,57,0,43,844
gka_35-cl-12,100,4881,4,0,96,0,0,0
gka_35-cl-13,100,4850,0,0,91,0,9,28
gka_35-cl-14,100,4850,0,0,55,0,45,926
gka_35-cl-2,100,4855,4,0,96,0,0,0
gka_35-cl-3,100,4835,0,0,69,0,31,420
gka_35-cl-4,100,4857,5,0,95,0,0,0
gka_35-cl-5,100,4851,5,0,95,0,0,0
gka_35-cl-6,100,4839,0,0,92,0,8,19
gka_35-cl-7,100,4839,0,0,47,0,53,1304
gka_35-cl-8,100,4840,0,0,93,1,7,16
gka_35-cl-9,100,4836,0,0,68,0,32,443
gka_35-er-0,100,4898,4,0,96,0,0,0
gka_35-er-1,100,4891,4,0,96,0,0,0
gka_35-er-10,100,4896,4,0,96,0,0,0
gka_35-er-11,100,4889,0,0,85,0,15,89
gka_35-er-12,100,4898,4,0,96,0,0,0
gka_35-er-13,100,4901,4,0,96,0,0,0
gka_35-er-14,100,4896,0,0,93,1,7,16
gka_35-er-2,100,4897,0,0,93,1,7,16
gka_35-er-3,100,4903,4,0,96,0,0,0
gka_35-er-4,100,4899,0,0,93,1,7,16
gka_35-er-5,100,4898,4,0,96,0,0,0
gka_35-er-6,100,4887,0,0,89,0,11,46
gka_35-er-7,100,4900,4,0,96,0,0,0
gka_35-er-8,100,4893,0,0,90,0,10,37
gka_35-er-9,100,4904,0,0,62,0,38,684
gka_35-to-0,100,4896,4,0,96,0,0,0
gka_35-to-1,100,4889,4,0,96,0,0,0
gka_35-to-10,100,4894,4,0,96,0,0,0
gka_35-to-11,100,4887,0,0,83,0,17,119
gka_35-to-12,100,4896,4,0,96,0,0,0
gka_35-to-13,100,4898,0,0,93,1,7,16
gka_35-to-14,100,4893,0,0,88,0,12,55
gka_35-to-2,100,4895,0,0,93,1,7,16
gka_35-to-3,100,4901,4,0,96,0,0,0
gka_35-to-4,100,4893,0,0,72,0,28,356
gka_35-to-5,100,4892,0,0,92,2,8,20
gka_35-to-6,100,4885,0,0,89,0,11,46
gka_35-to-7,100,4897,5,0,95,0,0,0
gka_35-to-8,100,4891,0,0,90,0,10,37
gka_35-to-9,100,4901,0,0,61,0,39,720
gka_4-ba-0,80,304,1,0,0,0,79,303
gka_4-ba-1,80,304,0,0,1,0,79,280
gka_4-ba-10,80,304,0,0,0,0,80,304
gka_4-ba-11,80,304,0,0,0,0,80,304
gka_4-ba-12,80,304,0,0,0,0,80,304
gka_4-ba-13,80,304,0,0,1,0,79,281
gka_4-ba-14,80,304,0,0,0,0,80,304
gka_4-ba-2,80,304,1,0,0,0,79,303
gka_4-ba-3,80,304,0,0,0,0,80,304
gka_4-ba-4,80,304,0,0,0,0,80,304
gka_4-ba-5,80,304,1,0,0,0,79,303
gka_4-ba-6,80,304,0,0,2,1,78,263
gka_4-ba-7,80,304,0,0,0,0,80,304
gka_4-ba-8,80,304,0,0,0,0,80,304
gka_4-ba-9,80,304,0,0,0,0,80,304
gka_4-cl-0,80,291,2,0,0,2,78,289
gka_4-cl-1,80,310,2,0,0,4,78,309
gka_4-cl-10,80,305,0,0,0,6,80,305
gka_4-cl-11,80,262,4,0,0,3,76,258
gka_4-cl-12,80,311,0,0,0,1,80,311
gka_4-cl-13,80,300,4,0,1,2,75,277
gka_4-cl-14,80,327,1,0,0,0,79,326
gka_4-cl-2,80,319,0,0,0,3,80,319
gka_4-cl-3,80,287,3,0,1,3,76,263
gka_4-cl-4,80,315,4,0,0,2,76,311
gka_4-cl-5,80,274,2,0,0,2,78,272
gka_4-cl-6,80,282,1,0,0,5,79,281
gka_4-cl-7,80,282,2,0,0,1,78,281
gka_4-cl-8,80,332,1,0,1,0,78,317
gka_4-cl-9,80,294,1,0,1,4,78,275
gka_4-er-0,80,323,0,0,0,0,80,323
gka_4-er-1,80,312,0,0,0,3,80,312
gka_4-er-10,80,292,0,0,0,2,80,292
gka_4-er-11,80,300,0,0,0,0,80,300
gka_4-er-12,80,278,0,0,0,2,80,278
gka_4-er-13,80,281,1,0,1,1,78,273
gka_4-er-14,80,287,0,0,0,0,80,287
gka_4-er-2,80,283,0,0,0,1,80,283
gka_4-er-3,80,287,0,0,0,1,80,287
gka_4-er-4,80,317,1,0,0,1,79,316
gka_4-er-5,80,301,1,0,0,1,79,300
gka_4-er-6,80,317,0,0,0,0,80,317
gka_4-er-7,80,311,0,0,0,0,80,311
gka_4-er-8,80,279,2,0,0,0,78,278
gka_4-er-9,80,336,0,0,0,0,80,336
gka_4-to-0,80,248,3,0,2,4,75,224
gka_4-to-1,80,230,5,0,2,3,73,209
gka_4-to-10,80,238,3,0,0,6,77,236
gka_4-to-11,80,237,2,0,0,1,78,236
gka_4-to-12,80,217,1,0,0,5,79,217
gka_4-to-13,80,228,3,0,0,2,77,225
gka_4-to-14,80,236,0,0,0,5,80,236
gka_4-to-2,80,225,4,0,0,0,76,223
gka_4-to-3,80,239,3,0,0,5,77,236
gka_4-to-4,80,251,1,0,0,3,79,250
gka_4-to-5,80,248,1,0,0,4,79,247
gka_4-to-6,80,258,0,0,0,3,80,258
gka_4-to-7,80,247,1,0,0,2,79,246
gka_4-to-8,80,218,5,0,0,4,75,215
gka_4-to-9,80,277,0,0,0,1,80,277
gka_5-ba-0,50,225,1,0,0,0,49,224
gka_5-ba-1,50,225,0,0,1,0,49,198
gka_5-ba-10,50,225,0,0,1,0,49,203
gka_5-ba-11,50,225,0,0,0,0,50,225
gka_5-ba-12,50,225,0,0,0,0,50,225
gka_5-ba-13,50,225,1,0,3,0,46,154
gka_5-ba-14,50,225,0,0,0,0,50,225
gka_5-ba-2,50,225,2,0,2,0,46,168
gka_5-ba-3,50,225,1,0,2,0,47,186
gka_5-ba-4,50,225,0,0,1,0,49,203
gka_5-ba-5,50,225,1,0,1,0,48,195
gka_5-ba-6,50,225,0,0,0,0,50,225
gka_5-ba-7,50,225,0,0,0,0,50,225
gka_5-ba-8,50,225,0,0,0,0,50,225
gka_5-ba-9,50,225,0,0,2,0,48,164
gka_5-cl-0,50,199,2,0,0,1,48,197
gka_5-cl-1,50,209,0,0,0,1,50,209
gka_5-cl-10,50,227,0,0,0,2,50,227
gka_5-cl-11,50,233,0,0,0,0,50,233
gka_5-cl-12,50,226,0,0,0,1,50,226
gka_5-cl-13,50,225,1,0,0,0,49,225
gka_5-cl-14,50,225,1,0,1,2,48,207
gka_5-cl-2,50,240,1,0,1,0,48,224
gka_5-cl-3,50,230,1,0,0,0,49,229
gka_5-cl-4,50,238,0,0,0,0,50,238
gka_5-cl-5,50,200,1,0,0,2,49,199
gka_5-cl-6,50,215,1,0,0,0,49,214
gka_5-cl-7,50,217,1,0,0,2,49,216
gka_5-cl-8,50,234,3,0,1,0,46,218
gka_5-cl-9,50,224,1,0,0,0,49,223
gka_5-er-0,50,241,0,0,0,0,50,241
gka_5-er-1,50,218,0,0,0,0,50,218
gka_5-er-10,50,231,0,0,0,0,50,231
gka_5-er-11,50,220,0,0,0,0,50,220
gka_5-er-12,50,229,0,0,0,0,50,229
gka_5-er-13,50,237,0,0,0,0,50,237
gka_5-er-14,50,231,0,0,0,0,50,231
gka_5-er-2,50,223,0,0,0,0,50,223
gka_5-er-3,50,232,0,0,0,0,50,232
gka_5-er-4,50,242,1,0,0,0,49,241
gka_5-er-5,50,252,0,0,0,0,50,252
gka_5-er-6,50,248,0,0,0,0,50,248
gka_5-er-7,50,252,0,0,0,0,50,252
gka_5-er-8,50,222,0,0,0,0,50,222
gka_5-er-9,50,257,0,0,0,0,50,257
gka_5-to-0,50,202,0,0,0,0,50,202
gka_5-to-1,50,186,0,0,0,1,50,186
gka_5-to-10,50,207,0,0,0,0,50,207
gka_5-to-11,50,188,0,0,0,0,50,188
gka_5-to-12,50,194,0,0,0,0,50,194
gka_5-to-13,50,200,0,0,0,0,50,200
gka_5-to-14,50,197,0,0,0,1,50,197
gka_5-to-2,50,189,0,0,0,0,50,189
gka_5-to-3,50,203,0,0,0,0,50,203
gka_5-to-4,50,204,1,0,0,0,49,203
gka_5-to-5,50,213,0,0,0,0,50,213
gka_5-to-6,50,213,1,0,1,0,48,201
gka_5-to-7,50,211,0,0,0,0,50,211
gka_5-to-8,50,175,0,0,0,1,50,175
gka_5-to-9,50,229,0,0,0,0,50,229
gka_6-ba-0,30,144,1,0,1,0,28,120
gka_6-ba-1,30,144,1,0,1,0,28,124
gka_6-ba-10,30,144,0,0,1,1,29,124
gka_6-ba-11,30,144,0,0,1,0,29,124
gka_6-ba-12,30,144,0,0,0,0,30,144
gka_6-ba-13,30,144,1,0,3,0,26,89
gka_6-ba-14,30,144,0,0,1,0,29,118
gka_6-ba-2,30,144,1,0,2,0,27,107
gka_6-ba-3,30,144,0,0,0,0,30,144
gka_6-ba-4,30,144,0,0,1,0,29,124
gka_6-ba-5,30,144,0,0,0,0,30,144
gka_6-ba-6,30,144,0,0,1,0,29,125
gka_6-ba-7,30,144,0,0,1,0,29,125
gka_6-ba-8,30,144,0,0,1,0,29,128
gka_6-ba-9,30,144,0,0,1,0,29,119
gka_6-cl-0,30,173,0,0,0,0,30,173
gka_6-cl-1,30,147,0,0,0,0,30,147
gka_6-cl-10,30,168,0,0,0,0,30,168
gka_6-cl-11,30,156,1,0,0,0,29,155
gka_6-cl-12,30,160,0,0,0,0,30,160
gka_6-cl-13,30,165,0,0,0,0,30,165
gka_6-cl-14,30,169,0,0,0,0,30,169
gka_6-cl-2,30,167,0,0,0,0,30,167
gka_6-cl-3,30,175,0,0,0,0,30,175
gka_6-cl-4,30,155,0,0,1,0,29,133
gka_6-cl-5,30,161,0,0,1,0,29,140
gka_6-cl-6,30,156,0,0,0,0,30,156
gka_6-cl-7,30,157,0,0,0,0,30,157
gka_6-cl-8,30,177,0,0,0,0,30,177
gka_6-cl-9,30,152,1,0,1,0,28,137
gka_6-er-0,30,166,0,0,0,0,30,166
gka_6-er-1,30,181,0,0,0,0,30,181
gka_6-er-10,30,164,0,0,0,0,30,164
gka_6-er-11,30,165,0,0,0,0,30,165
gka_6-er-12,30,182,0,0,0,0,30,182
gka_6-er-13,30,180,0,0,0,0,30,180
gka_6-er-14,30,179,0,0,0,0,30,179
gka_6-er-2,30,166,0,0,0,0,30,166
gka_6-er-3,30,172,0,0,0,0,30,172
gka_6-er-4,30,169,0,0,0,0,30,169
gka_6-er-5,30,169,0,0,0,0,30,169
gka_6-er-6,30,172,0,0,0,0,30,172
gka_6-er-7,30,194,0,0,0,0,30,194
gka_6-er-8,30,175,0,0,0,0,30,175
gka_6-er-9,30,190,0,0,0,0,30,190
gka_6-to-0,30,148,0,0,0,0,30,148
gka_6-to-1,30,166,0,0,0,0,30,166
gka_6-to-10,30,144,0,0,0,0,30,144
gka_6-to-11,30,150,0,0,0,0,30,150
gka_6-to-12,30,166,0,0,0,0,30,166
gka_6-to-13,30,165,0,0,0,0,30,165
gka_6-to-14,30,162,0,0,0,0,30,162
gka_6-to-2,30,145,0,0,0,0,30,145
gka_6-to-3,30,156,0,0,0,0,30,156
gka_6-to-4,30,150,0,0,0,0,30,150
gka_6-to-5,30,147,0,0,0,1,30,147
gka_6-to-6,30,158,0,0,0,0,30,158
gka_6-to-7,30,163,0,0,0,0,30,163
gka_6-to-8,30,152,0,0,0,0,30,152
gka_6-to-9,30,173,0,0,0,0,30,173
gka_7-ba-0,30,176,0,0,2,0,28,132
gka_7-ba-1,30,176,0,0,3,0,27,115
gka_7-ba-10,30,176,1,0,0,0,29,175
gka_7-ba-11,30,176,0,0,2,0,28,130
gka_7-ba-12,30,176,0,0,0,0,30,176
gka_7-ba-13,30,176,0,0,2,0,28,127
gka_7-ba-14,30,176,1,0,2,0,27,129
gka_7-ba-2,30,176,0,0,2,0,28,130
gka_7-ba-3,30,176,1,0,0,0,29,175
gka_7-ba-4,30,176,0,0,2,1,28,130
gka_7-ba-5,30,176,3,0,5,0,22,83
gka_7-ba-6,30,176,0,0,2,1,28,129
gka_7-ba-7,30,176,0,0,2,0,28,129
gka_7-ba-8,30,176,0,0,3,0,27,109
gka_7-ba-9,30,176,0,0,0,0,30,176
gka_7-cl-0,30,194,0,0,0,0,30,194
gka_7-cl-1,30,197,0,0,0,0,30,197
